"SVN"	"Taxon"	"CountValue"
"597"	"00006CSR"	"Orthocladiinae"	14
"598"	"00060CSR"	"Orthocladiinae"	20
"599"	"00004CSR"	"Orthocladiinae"	26
"600"	"00058CSR"	"Orthocladiinae"	25
"601"	"00061CSR"	"Orthocladiinae"	7
"602"	"00064CSR"	"Orthocladiinae"	17
"603"	"00018CSR"	"Orthocladiinae"	11
"604"	"00003CSR"	"Orthocladiinae"	9
"605"	"00017CSR"	"Orthocladiinae"	29
"606"	"00051CSR"	"Orthocladiinae"	50
"607"	"00027REM"	"Orthocladiinae"	11
"608"	"00017REM"	"Orthocladiinae"	9
"609"	"00036REM"	"Orthocladiinae"	12
"610"	"00033REM"	"Orthocladiinae"	48
"611"	"00008REM"	"Orthocladiinae"	14
"612"	"00003REM"	"Orthocladiinae"	23
"613"	"00029REM"	"Orthocladiinae"	3
"614"	"00034REM"	"Orthocladiinae"	43
"615"	"00032REM"	"Orthocladiinae"	31
"616"	"00019REM"	"Orthocladiinae"	4
"617"	"00007REM"	"Orthocladiinae"	44
"618"	"00031REM"	"Orthocladiinae"	62
"619"	"00020REM"	"Orthocladiinae"	33
"620"	"00025REM"	"Orthocladiinae"	40
"621"	"00018REM"	"Orthocladiinae"	36
"622"	"00005REM"	"Orthocladiinae"	7
"623"	"00009REM"	"Orthocladiinae"	6
"624"	"00013REM"	"Orthocladiinae"	42
"625"	"00014REM"	"Orthocladiinae"	4
"626"	"00012REM"	"Orthocladiinae"	36
"627"	"00002REM"	"Orthocladiinae"	14
"628"	"00022REM"	"Orthocladiinae"	137
"629"	"00026REM"	"Orthocladiinae"	23
"630"	"00016REM"	"Orthocladiinae"	2
"631"	"00021REM"	"Orthocladiinae"	64
"632"	"00010REM"	"Orthocladiinae"	27
"633"	"00047CSR"	"Orthocladiinae"	7
"634"	"00044CSR"	"Orthocladiinae"	4
"635"	"00002SPS"	"Orthocladiinae"	61
"636"	"00001SPS"	"Orthocladiinae"	189
"637"	"00004REM"	"Orthocladiinae"	19
"638"	"00030REM"	"Orthocladiinae"	67
"639"	"00035REM"	"Orthocladiinae"	4
"640"	"00028REM"	"Orthocladiinae"	30
"641"	"01093CSR"	"Orthocladiinae"	5
"642"	"01094CSR"	"Orthocladiinae"	1
"643"	"01095CSR"	"Orthocladiinae"	4
"644"	"01096CSR"	"Orthocladiinae"	1
"645"	"01102CSR"	"Orthocladiinae"	11
"646"	"01103CSR"	"Orthocladiinae"	30
"647"	"01104CSR"	"Orthocladiinae"	4
"648"	"01105CSR"	"Orthocladiinae"	1
"649"	"01106CSR"	"Orthocladiinae"	3
"650"	"01108CSR"	"Orthocladiinae"	1
"651"	"01109CSR"	"Orthocladiinae"	7
"652"	"01110CSR"	"Orthocladiinae"	6
"653"	"01016CSR"	"Orthocladiinae"	4
"654"	"01021CSR"	"Orthocladiinae"	22
"655"	"01023CSR"	"Orthocladiinae"	14
"656"	"01025CSR"	"Orthocladiinae"	1
"657"	"01027CSR"	"Orthocladiinae"	14
"658"	"01037CSR"	"Orthocladiinae"	19
"659"	"01041CSR"	"Orthocladiinae"	36
"660"	"01003CSR"	"Orthocladiinae"	2
"661"	"01005CSR"	"Orthocladiinae"	1
"662"	"01007CSR"	"Orthocladiinae"	2
"663"	"01012CSR"	"Orthocladiinae"	1
"664"	"01065CSR"	"Orthocladiinae"	4
"665"	"01066CSR"	"Orthocladiinae"	2
"666"	"01067CSR"	"Orthocladiinae"	2
"667"	"01069CSR"	"Orthocladiinae"	5
"668"	"01072CSR"	"Orthocladiinae"	1
"669"	"01076CSR"	"Orthocladiinae"	18
"670"	"01050CSR"	"Orthocladiinae"	9
"671"	"01051CSR"	"Orthocladiinae"	1
"672"	"01056CSR"	"Orthocladiinae"	2
"673"	"01059CSR"	"Orthocladiinae"	83
"674"	"01062CSR"	"Orthocladiinae"	6
"675"	"01082CSR"	"Orthocladiinae"	7
"676"	"01085CSR"	"Orthocladiinae"	1
"677"	"01089CSR"	"Orthocladiinae"	4
"678"	"01090CSR"	"Orthocladiinae"	6
"679"	"01041WSE"	"Orthocladiinae"	2
"680"	"01111CSR"	"Orthocladiinae"	3
"681"	"01112CSR"	"Orthocladiinae"	1
"682"	"01114CSR"	"Orthocladiinae"	1
"683"	"01115CSR"	"Orthocladiinae"	5
"684"	"01116CSR"	"Orthocladiinae"	80
"685"	"01117CSR"	"Orthocladiinae"	1
"686"	"01118CSR"	"Orthocladiinae"	6
"687"	"01119CSR"	"Orthocladiinae"	2
"688"	"01113CSR"	"Orthocladiinae"	4
"689"	"00033CSR"	"Podonominae"	6
"690"	"00058CSR"	"Prodiamesinae"	3
"691"	"00020REM"	"Prodiamesinae"	5
"692"	"00005REM"	"Prodiamesinae"	10
"693"	"01115CSR"	"Prodiamesinae"	3
"694"	"99018CSR"	"Tanypodinae"	5
"695"	"99031CSR"	"Tanypodinae"	16
"696"	"00008CSR"	"Tanypodinae"	2
"697"	"99021CSR"	"Tanypodinae"	3
"698"	"99015REM"	"Tanypodinae"	5
"699"	"99074CSR"	"Tanypodinae"	2
"700"	"99039CSR"	"Tanypodinae"	5
"701"	"99017CSR"	"Tanypodinae"	4
"702"	"99009CSR"	"Tanypodinae"	1
"703"	"99004SPS"	"Tanypodinae"	7
"704"	"99005SPS"	"Tanypodinae"	1
"705"	"99006SPS"	"Tanypodinae"	2
"706"	"00028CSR"	"Tanypodinae"	1
"707"	"99049CSR"	"Tanypodinae"	2
"708"	"00054CSR"	"Tanypodinae"	1
"709"	"99068CSR"	"Tanypodinae"	3
"710"	"00063CSR"	"Tanypodinae"	2
"711"	"99070CSR"	"Tanypodinae"	1
"712"	"99059CSR"	"Tanypodinae"	12
"713"	"00029CSR"	"Tanypodinae"	2
"714"	"99057CSR"	"Tanypodinae"	4
"715"	"99026CSR"	"Tanypodinae"	4
"716"	"01004CSR"	"Tanypodinae"	16
"717"	"00046CSR"	"Tanypodinae"	15
"718"	"00001CSR"	"Tanypodinae"	5
"719"	"99053CSR"	"Tanypodinae"	2
"720"	"99040CSR"	"Tanypodinae"	1
"721"	"00016CSR"	"Tanypodinae"	4
"722"	"99002CSR"	"Tanypodinae"	2
"723"	"00105CSR"	"Tanypodinae"	2
"724"	"99013REM"	"Tanypodinae"	4
"725"	"00039CSR"	"Tanypodinae"	7
"726"	"99011CSR"	"Tanypodinae"	4
"727"	"99071CSR"	"Tanypodinae"	1
"728"	"99046CSR"	"Tanypodinae"	4
"729"	"99032CSR"	"Tanypodinae"	2
"730"	"99023CSR"	"Tanypodinae"	4
"731"	"99024CSR"	"Tanypodinae"	3
"732"	"99037CSR"	"Tanypodinae"	2
"733"	"00069CSR"	"Tanypodinae"	2
"734"	"99038CSR"	"Tanypodinae"	3
"735"	"99025CSR"	"Tanypodinae"	1
"736"	"99022CSR"	"Tanypodinae"	1
"737"	"00005CSR"	"Tanypodinae"	4
"738"	"99048CSR"	"Tanypodinae"	10
"739"	"99050CSR"	"Tanypodinae"	17
"740"	"99058CSR"	"Tanypodinae"	2
"741"	"99006CSR"	"Tanypodinae"	1
"742"	"99043CSR"	"Tanypodinae"	4
"743"	"99045CSR"	"Tanypodinae"	2
"744"	"99029CSR"	"Tanypodinae"	1
"745"	"99030CSR"	"Tanypodinae"	1
"746"	"99009REM"	"Tanypodinae"	2
"747"	"99030REM"	"Tanypodinae"	1
"748"	"99018REM"	"Tanypodinae"	2
"749"	"99003REM"	"Tanypodinae"	1
"750"	"99017REM"	"Tanypodinae"	1
"751"	"99014REM"	"Tanypodinae"	1
"752"	"99031REM"	"Tanypodinae"	1
"753"	"99005REM"	"Tanypodinae"	2
"754"	"99004REM"	"Tanypodinae"	1
"755"	"99021REM"	"Tanypodinae"	1
"756"	"00006REM"	"Tanypodinae"	3
"757"	"00002CSR"	"Tanypodinae"	3
"758"	"00015CSR"	"Tanypodinae"	1
"759"	"00019CSR"	"Tanypodinae"	8
"760"	"00052CSR"	"Tanypodinae"	2
"761"	"00036CSR"	"Tanypodinae"	1
"762"	"00065CSR"	"Tanypodinae"	1
"763"	"00037CSR"	"Tanypodinae"	1
"764"	"00062CSR"	"Tanypodinae"	2
"765"	"00013CSR"	"Tanypodinae"	7
"766"	"00103CSR"	"Tanypodinae"	10
"767"	"00012CSR"	"Tanypodinae"	1
"768"	"00057CSR"	"Tanypodinae"	1
"769"	"00067CSR"	"Tanypodinae"	1
"770"	"00027CSR"	"Tanypodinae"	1
"771"	"00010CSR"	"Tanypodinae"	6
"772"	"00055CSR"	"Tanypodinae"	12
"773"	"00038CSR"	"Tanypodinae"	6
"774"	"00025CSR"	"Tanypodinae"	7
"775"	"00009CSR"	"Tanypodinae"	2
"776"	"00048CSR"	"Tanypodinae"	4
"777"	"00070CSR"	"Tanypodinae"	3
"778"	"00071CSR"	"Tanypodinae"	1
"779"	"00007CSR"	"Tanypodinae"	1
"780"	"00049CSR"	"Tanypodinae"	13
"781"	"00060CSR"	"Tanypodinae"	1
"782"	"00058CSR"	"Tanypodinae"	15
"783"	"00061CSR"	"Tanypodinae"	5
"784"	"00064CSR"	"Tanypodinae"	69
"785"	"00051CSR"	"Tanypodinae"	6
"786"	"00027REM"	"Tanypodinae"	4
"787"	"00017REM"	"Tanypodinae"	2
"788"	"00034REM"	"Tanypodinae"	5
"789"	"00020REM"	"Tanypodinae"	2
"790"	"00025REM"	"Tanypodinae"	5
"791"	"00018REM"	"Tanypodinae"	1
"792"	"00005REM"	"Tanypodinae"	23
"793"	"00009REM"	"Tanypodinae"	1
"794"	"00013REM"	"Tanypodinae"	3
"795"	"00014REM"	"Tanypodinae"	2
"796"	"00012REM"	"Tanypodinae"	6
"797"	"00002REM"	"Tanypodinae"	3
"798"	"00026REM"	"Tanypodinae"	2
"799"	"00021REM"	"Tanypodinae"	1
"800"	"00047CSR"	"Tanypodinae"	6
"801"	"00044CSR"	"Tanypodinae"	1
"802"	"00001SPS"	"Tanypodinae"	2
"803"	"00004REM"	"Tanypodinae"	1
"804"	"00030REM"	"Tanypodinae"	3
"805"	"01093CSR"	"Tanypodinae"	4
"806"	"01094CSR"	"Tanypodinae"	3
"807"	"01095CSR"	"Tanypodinae"	2
"808"	"01096CSR"	"Tanypodinae"	1
"809"	"01102CSR"	"Tanypodinae"	1
"810"	"01103CSR"	"Tanypodinae"	1
"811"	"01104CSR"	"Tanypodinae"	7
"812"	"01108CSR"	"Tanypodinae"	2
"813"	"01016CSR"	"Tanypodinae"	1
"814"	"01021CSR"	"Tanypodinae"	2
"815"	"01025CSR"	"Tanypodinae"	2
"816"	"01037CSR"	"Tanypodinae"	97
"817"	"01041CSR"	"Tanypodinae"	23
"818"	"01003CSR"	"Tanypodinae"	1
"819"	"01012CSR"	"Tanypodinae"	3
"820"	"01013CSR"	"Tanypodinae"	1
"821"	"01065CSR"	"Tanypodinae"	3
"822"	"01066CSR"	"Tanypodinae"	1
"823"	"01067CSR"	"Tanypodinae"	8
"824"	"01072CSR"	"Tanypodinae"	2
"825"	"01050CSR"	"Tanypodinae"	3
"826"	"01051CSR"	"Tanypodinae"	1
"827"	"01056CSR"	"Tanypodinae"	5
"828"	"01059CSR"	"Tanypodinae"	21
"829"	"01085CSR"	"Tanypodinae"	23
"830"	"01090CSR"	"Tanypodinae"	1
"831"	"01040WSE"	"Tanypodinae"	1
"832"	"01111CSR"	"Tanypodinae"	1
"833"	"01115CSR"	"Tanypodinae"	20
"834"	"01117CSR"	"Tanypodinae"	2
"835"	"01113CSR"	"Tanypodinae"	1
"836"	"00009WSE"	"Ablabesmyia"	1
"837"	"00011WSE"	"Apedilum"	1
"838"	"00001WSE"	"Boreochlus"	1
"839"	"01044WSE"	"Boreochlus"	1
"840"	"00001WSE"	"Brillia"	3
"841"	"00003WSE"	"Brillia"	106
"842"	"00006WSE"	"Brillia"	8
"843"	"00008WSE"	"Brillia"	3
"844"	"00009WSE"	"Brillia"	7
"845"	"00010WSE"	"Brillia"	7
"846"	"01031WSE"	"Brillia"	19
"847"	"01032WSE"	"Brillia"	7
"848"	"01033WSE"	"Brillia"	40
"849"	"01034WSE"	"Brillia"	1
"850"	"01036WSE"	"Brillia"	2
"851"	"01038WSE"	"Brillia"	20
"852"	"01040WSE"	"Brillia"	1
"853"	"01044WSE"	"Brillia"	15
"854"	"01032WSE"	"Bryophaenocladius"	1
"855"	"00012WSE"	"Cardiocladius albiplumus"	1
"856"	"01041WSE"	"Chaetocladius"	2
"857"	"01034WSE"	"Chironomus"	1
"858"	"00003WSE"	"Cladotanytarsus"	5
"859"	"00012WSE"	"Cladotanytarsus"	8
"860"	"00001WSE"	"Corynoneura"	1
"861"	"00003WSE"	"Corynoneura"	3
"862"	"00006WSE"	"Corynoneura"	6
"863"	"00008WSE"	"Corynoneura"	2
"864"	"01031WSE"	"Corynoneura"	5
"865"	"01034WSE"	"Corynoneura"	5
"866"	"01038WSE"	"Corynoneura"	2
"867"	"01039WSE"	"Corynoneura"	4
"868"	"01040WSE"	"Corynoneura"	1
"869"	"01041WSE"	"Corynoneura"	10
"870"	"01044WSE"	"Corynoneura"	4
"871"	"01039WSE"	"Cricotopus (Nostoc.) nostocicola"	5
"872"	"01042WSE"	"Cricotopus (Nostoc.) nostocicola"	2
"873"	"00006WSE"	"Cricotopus"	2
"874"	"00012WSE"	"Cricotopus"	8
"875"	"01034WSE"	"Cricotopus"	10
"876"	"01041WSE"	"Cricotopus"	6
"877"	"01042WSE"	"Cricotopus"	4
"878"	"00011WSE"	"Cricotopus Bicinctus Gr."	4
"879"	"01031WSE"	"Cricotopus Bicinctus Gr."	1
"880"	"00001WSE"	"Cricotopus Nostococladius"	3
"881"	"00004WSE"	"Cricotopus Nostococladius"	4
"882"	"00006WSE"	"Cricotopus Nostococladius"	15
"883"	"00008WSE"	"Cricotopus Nostococladius"	17
"884"	"00009WSE"	"Cricotopus Nostococladius"	1
"885"	"00012WSE"	"Cricotopus Trifascia Gr."	4
"886"	"00009WSE"	"Cricotopus Isocladius--Type I"	1
"887"	"00011WSE"	"Cricotopus Isocladius--Type I"	44
"888"	"00008WSE"	"Cricotopus Nostococladius--Type II"	1
"889"	"01042WSE"	"Cricotopus Nostococladius--Type II"	1
"890"	"00001WSE"	"Diamesa"	1
"891"	"00011WSE"	"Diamesa"	1
"892"	"01038WSE"	"Diamesa"	2
"893"	"00001WSE"	"Eukiefferiella"	6
"894"	"00002WSE"	"Eukiefferiella"	3
"895"	"00003WSE"	"Eukiefferiella"	4
"896"	"00004WSE"	"Eukiefferiella"	1
"897"	"00006WSE"	"Eukiefferiella"	6
"898"	"00008WSE"	"Eukiefferiella"	39
"899"	"00009WSE"	"Eukiefferiella"	26
"900"	"00011WSE"	"Eukiefferiella"	4
"901"	"00012WSE"	"Eukiefferiella"	13
"902"	"01031WSE"	"Eukiefferiella"	1
"903"	"01033WSE"	"Eukiefferiella"	1
"904"	"01038WSE"	"Eukiefferiella"	15
"905"	"01039WSE"	"Eukiefferiella"	18
"906"	"01040WSE"	"Eukiefferiella"	4
"907"	"01041WSE"	"Eukiefferiella"	5
"908"	"01042WSE"	"Eukiefferiella"	4
"909"	"01044WSE"	"Eukiefferiella"	13
"910"	"01032WSE"	"Heleniella"	1
"911"	"01033WSE"	"Heleniella"	3
"912"	"00004WSE"	"Heterotrissocladius Marcidus Gr."	1
"913"	"00006WSE"	"Heterotrissocladius Marcidus Gr."	1
"914"	"00006WSE"	"Hydrobaenus"	2
"915"	"00008WSE"	"Hydrobaenus"	1
"916"	"01041WSE"	"Krenopelopia"	1
"917"	"00001WSE"	"Krenosmittia"	2
"918"	"00008WSE"	"Krenosmittia"	3
"919"	"01036WSE"	"Krenosmittia"	2
"920"	"01039WSE"	"Krenosmittia"	2
"921"	"00004WSE"	"Larsia"	1
"922"	"00006WSE"	"Larsia"	9
"923"	"01044WSE"	"Larsia"	4
"924"	"00004WSE"	"Limnophyes"	1
"925"	"00009WSE"	"Limnophyes"	6
"926"	"01034WSE"	"Limnophyes"	9
"927"	"01039WSE"	"Limnophyes"	1
"928"	"01041WSE"	"Limnophyes"	1
"929"	"01042WSE"	"Limnophyes"	1
"930"	"01044WSE"	"Limnophyes"	2
"931"	"00012WSE"	"Lopescladius"	12
"932"	"00004WSE"	"Macropelopia"	3
"933"	"01036WSE"	"Metriocnemus"	1
"934"	"00001WSE"	"Micropsectra"	5
"935"	"00002WSE"	"Micropsectra"	2
"936"	"00003WSE"	"Micropsectra"	76
"937"	"00004WSE"	"Micropsectra"	11
"938"	"00006WSE"	"Micropsectra"	56
"939"	"00008WSE"	"Micropsectra"	44
"940"	"00009WSE"	"Micropsectra"	20
"941"	"00010WSE"	"Micropsectra"	25
"942"	"00011WSE"	"Micropsectra"	5
"943"	"01031WSE"	"Micropsectra"	5
"944"	"01032WSE"	"Micropsectra"	33
"945"	"01034WSE"	"Micropsectra"	13
"946"	"01036WSE"	"Micropsectra"	5
"947"	"01039WSE"	"Micropsectra"	12
"948"	"01040WSE"	"Micropsectra"	1
"949"	"01041WSE"	"Micropsectra"	103
"950"	"01044WSE"	"Micropsectra"	5
"951"	"00004WSE"	"Microtendipes rydalensis gr."	1
"952"	"01036WSE"	"Microtendipes rydalensis gr."	4
"953"	"01040WSE"	"Microtendipes pedellus gr."	2
"954"	"01042WSE"	"Microtendipes pedellus gr."	1
"955"	"01042WSE"	"Nilotanypus fimbriatus"	2
"956"	"00001WSE"	"Orthocladius complex"	3
"957"	"00002WSE"	"Orthocladius complex"	1
"958"	"00003WSE"	"Orthocladius complex"	1
"959"	"00004WSE"	"Orthocladius complex"	1
"960"	"00006WSE"	"Orthocladius complex"	19
"961"	"00008WSE"	"Orthocladius complex"	71
"962"	"00009WSE"	"Orthocladius complex"	27
"963"	"00010WSE"	"Orthocladius complex"	1
"964"	"00011WSE"	"Orthocladius complex"	116
"965"	"00012WSE"	"Orthocladius complex"	4
"966"	"01036WSE"	"Orthocladius complex"	4
"967"	"01038WSE"	"Orthocladius complex"	5
"968"	"01039WSE"	"Orthocladius complex"	5
"969"	"01041WSE"	"Orthocladius complex"	3
"970"	"01044WSE"	"Orthocladius complex"	1
"971"	"00001WSE"	"Pagastia"	8
"972"	"00006WSE"	"Pagastia"	4
"973"	"00008WSE"	"Pagastia"	1
"974"	"00009WSE"	"Pagastia"	10
"975"	"01038WSE"	"Pagastia"	36
"976"	"01039WSE"	"Pagastia"	2
"977"	"00006WSE"	"Parakiefferiella"	3
"978"	"00008WSE"	"Parakiefferiella"	1
"979"	"00003WSE"	"Parametriocnemus"	2
"980"	"00004WSE"	"Parametriocnemus"	1
"981"	"00006WSE"	"Parametriocnemus"	67
"982"	"00008WSE"	"Parametriocnemus"	23
"983"	"00009WSE"	"Parametriocnemus"	3
"984"	"00012WSE"	"Parametriocnemus"	1
"985"	"01031WSE"	"Parametriocnemus"	4
"986"	"01032WSE"	"Parametriocnemus"	2
"987"	"01036WSE"	"Parametriocnemus"	7
"988"	"01038WSE"	"Parametriocnemus"	3
"989"	"01039WSE"	"Parametriocnemus"	11
"990"	"01040WSE"	"Parametriocnemus"	7
"991"	"01041WSE"	"Parametriocnemus"	13
"992"	"01044WSE"	"Parametriocnemus"	1
"993"	"00001WSE"	"Parametriocnemus \"n.\""	3
"994"	"00006WSE"	"Parametriocnemus \"n.\""	10
"995"	"00001WSE"	"Paraphaenocladius"	4
"996"	"00004WSE"	"Paraphaenocladius"	1
"997"	"00006WSE"	"Paraphaenocladius"	1
"998"	"01041WSE"	"Paraphaenocladius"	4
"999"	"01044WSE"	"Paraphaenocladius"	1
"1000"	"00012WSE"	"Paratanytarsus"	2
"1001"	"01041WSE"	"Paratanytarsus"	1
"1002"	"00001WSE"	"Parorthocladius"	1
"1003"	"00003WSE"	"Parorthocladius"	1
"1004"	"00009WSE"	"Parorthocladius"	3
"1005"	"00012WSE"	"Pentaneura"	1
"1006"	"00012WSE"	"Phaenopsectra"	1
"1007"	"01034WSE"	"Phaenopsectra"	16
"1008"	"00002WSE"	"Polypedilum"	1
"1009"	"00003WSE"	"Polypedilum"	14
"1010"	"00010WSE"	"Polypedilum"	15
"1011"	"00011WSE"	"Polypedilum"	4
"1012"	"00012WSE"	"Polypedilum"	47
"1013"	"01032WSE"	"Polypedilum"	1
"1014"	"01040WSE"	"Polypedilum"	9
"1015"	"01041WSE"	"Polypedilum"	1
"1016"	"01044WSE"	"Polypedilum"	9
"1017"	"00001WSE"	"Potthastia Gaedii Gr."	3
"1018"	"00002WSE"	"Potthastia Gaedii Gr."	1
"1019"	"00011WSE"	"Potthastia Gaedii Gr."	57
"1020"	"01034WSE"	"Psectrotanypus"	1
"1021"	"01036WSE"	"Pseudodiamesa"	2
"1022"	"01038WSE"	"Pseudodiamesa"	4
"1023"	"00001WSE"	"Pseudorthocladius"	1
"1024"	"00006WSE"	"Pseudorthocladius"	4
"1025"	"01034WSE"	"Radotanypus"	19
"1026"	"00001WSE"	"Rheocricotopus"	1
"1027"	"00004WSE"	"Rheocricotopus"	3
"1028"	"00006WSE"	"Rheocricotopus"	20
"1029"	"00008WSE"	"Rheocricotopus"	5
"1030"	"01032WSE"	"Rheocricotopus"	1
"1031"	"01039WSE"	"Rheocricotopus"	10
"1032"	"01040WSE"	"Rheocricotopus"	1
"1033"	"00003WSE"	"Rheotanytarsus"	30
"1034"	"00006WSE"	"Rheotanytarsus"	10
"1035"	"00010WSE"	"Rheotanytarsus"	3
"1036"	"00011WSE"	"Rheotanytarsus"	1
"1037"	"00012WSE"	"Rheotanytarsus"	2
"1038"	"01031WSE"	"Rheotanytarsus"	5
"1039"	"01032WSE"	"Rheotanytarsus"	1
"1040"	"01039WSE"	"Rheotanytarsus"	32
"1041"	"01040WSE"	"Rheotanytarsus"	2
"1042"	"01041WSE"	"Rheotanytarsus"	1
"1043"	"01042WSE"	"Rheotanytarsus"	3
"1044"	"00004WSE"	"Stempellina"	1
"1045"	"00006WSE"	"Stempellina"	1
"1046"	"00002WSE"	"Stempellinella"	6
"1047"	"00003WSE"	"Stempellinella"	1
"1048"	"00006WSE"	"Stempellinella"	45
"1049"	"00008WSE"	"Stempellinella"	5
"1050"	"00009WSE"	"Stempellinella"	2
"1051"	"00011WSE"	"Stempellinella"	1
"1052"	"01031WSE"	"Stempellinella"	5
"1053"	"01032WSE"	"Stempellinella"	11
"1054"	"01033WSE"	"Stempellinella"	8
"1055"	"01036WSE"	"Stempellinella"	1
"1056"	"01038WSE"	"Stempellinella"	5
"1057"	"01040WSE"	"Stempellinella"	1
"1058"	"01042WSE"	"Stempellinella"	2
"1059"	"00006WSE"	"Stilocladius"	3
"1060"	"01038WSE"	"Stilocladius"	1
"1061"	"00003WSE"	"Synorthocladius"	1
"1062"	"00004WSE"	"Synorthocladius"	1
"1063"	"00010WSE"	"Synorthocladius"	1
"1064"	"00011WSE"	"Tanytarsus"	9
"1065"	"00012WSE"	"Tanytarsus"	3
"1066"	"01033WSE"	"Tanytarsus"	14
"1067"	"00001WSE"	"Thienemanniella"	1
"1068"	"00003WSE"	"Thienemanniella"	3
"1069"	"00006WSE"	"Thienemanniella"	3
"1070"	"00008WSE"	"Thienemanniella"	5
"1071"	"00009WSE"	"Thienemanniella"	1
"1072"	"00011WSE"	"Thienemanniella"	1
"1073"	"01031WSE"	"Thienemanniella"	6
"1074"	"01032WSE"	"Thienemanniella"	2
"1075"	"01033WSE"	"Thienemanniella"	1
"1076"	"01038WSE"	"Thienemanniella"	2
"1077"	"01039WSE"	"Thienemanniella"	12
"1078"	"01040WSE"	"Thienemanniella"	1
"1079"	"01042WSE"	"Thienemanniella"	6
"1080"	"01044WSE"	"Thienemanniella"	3
"1081"	"00003WSE"	"Thienemannimyia gr."	4
"1082"	"01034WSE"	"Thienemannimyia gr."	3
"1083"	"01036WSE"	"Thienemannimyia gr."	3
"1084"	"01042WSE"	"Thienemannimyia gr."	2
"1085"	"00001WSE"	"Tvetenia Bavarica Gr."	20
"1086"	"00002WSE"	"Tvetenia Bavarica Gr."	1
"1087"	"00003WSE"	"Tvetenia Bavarica Gr."	8
"1088"	"00004WSE"	"Tvetenia Bavarica Gr."	1
"1089"	"00006WSE"	"Tvetenia Bavarica Gr."	11
"1090"	"00008WSE"	"Tvetenia Bavarica Gr."	24
"1091"	"00009WSE"	"Tvetenia Bavarica Gr."	20
"1092"	"00010WSE"	"Tvetenia Bavarica Gr."	3
"1093"	"00011WSE"	"Tvetenia Bavarica Gr."	2
"1094"	"01031WSE"	"Tvetenia Bavarica Gr."	17
"1095"	"01032WSE"	"Tvetenia Bavarica Gr."	6
"1096"	"01033WSE"	"Tvetenia Bavarica Gr."	8
"1097"	"01038WSE"	"Tvetenia Bavarica Gr."	6
"1098"	"01039WSE"	"Tvetenia Bavarica Gr."	22
"1099"	"01041WSE"	"Tvetenia Bavarica Gr."	24
"1100"	"01042WSE"	"Tvetenia Bavarica Gr."	7
"1101"	"01044WSE"	"Tvetenia Bavarica Gr."	12
"1102"	"01038WSE"	"Micropsectra/Tanytarsus"	55
"1103"	"00004WSE"	"Paramerina/Zavrelimyia"	4
"1104"	"00009WSE"	"Paramerina/Zavrelimyia"	1
"1105"	"01032WSE"	"Paramerina/Zavrelimyia"	1
"1106"	"01033WSE"	"Paramerina/Zavrelimyia"	4
"1107"	"01034WSE"	"Paramerina/Zavrelimyia"	5
"1108"	"01038WSE"	"Paramerina/Zavrelimyia"	3
"1109"	"01041WSE"	"Paramerina/Zavrelimyia"	14
"1110"	"01034WSE"	"Sergentia"	49
"1111"	"01032WSE"	"Orthocladius (Symp.) lignicola"	2
"1112"	"01033WSE"	"Orthocladius (Symp.) lignicola"	2
"1113"	"01040WSE"	"Orthocladius (Symp.) lignicola"	2
"1114"	"00004WSE"	"Amphizoa"	1
"1115"	"01093CSR"	"Amphizoa"	3
"1116"	"01096CSR"	"Staphylinidae"	2
"1117"	"01102CSR"	"Gyrinus"	3
"1118"	"99039CSR"	"Dytiscidae"	4
"1119"	"99059CSR"	"Dytiscidae"	5
"1120"	"99052CSR"	"Dytiscidae"	1
"1121"	"99015CSR"	"Dytiscidae"	1
"1122"	"99071CSR"	"Dytiscidae"	1
"1123"	"99038CSR"	"Dytiscidae"	1
"1124"	"99022CSR"	"Dytiscidae"	2
"1125"	"99030CSR"	"Dytiscidae"	2
"1126"	"00019CSR"	"Dytiscidae"	2
"1127"	"00026REM"	"Dytiscidae"	2
"1128"	"00004WSE"	"Dytiscidae"	1
"1129"	"01037CSR"	"Dytiscidae"	42
"1130"	"01041CSR"	"Dytiscidae"	41
"1131"	"01007CSR"	"Dytiscidae"	1
"1132"	"01007CSR"	"Dytiscidae"	17
"1133"	"01050CSR"	"Dytiscidae"	10
"1134"	"01051CSR"	"Dytiscidae"	34
"1135"	"01034WSE"	"Dytiscidae"	3
"1136"	"00039CSR"	"Dytiscidae - adult"	1
"1137"	"00014CSR"	"Dytiscidae - adult"	1
"1138"	"00007CSR"	"Dytiscidae - adult"	1
"1139"	"00017CSR"	"Dytiscidae - adult"	1
"1140"	"00047CSR"	"Dytiscidae - adult"	2
"1141"	"00039CSR"	"Dytiscidae - larvae"	1
"1142"	"00013CSR"	"Dytiscidae - larvae"	2
"1143"	"00103CSR"	"Dytiscidae - larvae"	1
"1144"	"00060CSR"	"Dytiscidae - larvae"	1
"1145"	"00029REM"	"Dytiscidae - larvae"	1
"1146"	"00034REM"	"Dytiscidae - larvae"	2
"1147"	"00020REM"	"Dytiscidae - larvae"	2
"1148"	"00025REM"	"Dytiscidae - larvae"	2
"1149"	"00005REM"	"Dytiscidae - larvae"	1
"1150"	"99011CSR"	"Agabus"	2
"1151"	"01034WSE"	"Agabus"	6
"1152"	"00017REM"	"Oreodytes"	2
"1153"	"00011WSE"	"Oreodytes"	3
"1154"	"01039WSE"	"Oreodytes"	1
